Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jul 2, 2020 6:00 PM;Jul 2, 2020 7:00 PM;59,427.25;60,901.00;1,473.75;45,980.75
Jul 2, 2020 7:00 PM;Jul 2, 2020 8:00 PM;58,369.25;60,334.75;1,965.50;48,876.25
Jul 2, 2020 8:00 PM;Jul 2, 2020 9:00 PM;56,085.75;57,881.75;1,796.00;49,715.50
Jul 2, 2020 9:00 PM;Jul 2, 2020 10:00 PM;53,837.25;55,471.50;1,634.25;48,029.25
Jul 2, 2020 10:00 PM;Jul 2, 2020 11:00 PM;51,482.25;53,190.75;1,708.50;46,370.75
Jul 2, 2020 11:00 PM;Jul 3, 2020 12:00 AM;47,578.00;48,171.25;593.25;42,020.50
Jul 3, 2020 12:00 AM;Jul 3, 2020 1:00 AM;44,600.00;44,870.75;270.75;38,745.75
Jul 3, 2020 1:00 AM;Jul 3, 2020 2:00 AM;42,460.75;42,654.00;193.25;36,431.75
Jul 3, 2020 2:00 AM;Jul 3, 2020 3:00 AM;41,407.00;42,501.50;1,094.50;34,765.75
Jul 3, 2020 3:00 AM;Jul 3, 2020 4:00 AM;41,158.50;44,007.00;2,848.50;34,128.75
Jul 3, 2020 4:00 AM;Jul 3, 2020 5:00 AM;41,706.00;44,487.75;2,781.75;34,489.50
Jul 3, 2020 5:00 AM;Jul 3, 2020 6:00 AM;43,672.25;45,925.25;2,253.00;36,562.00
Jul 3, 2020 6:00 AM;Jul 3, 2020 7:00 AM;48,865.00;49,390.00;525.00;41,004.50
Jul 3, 2020 7:00 AM;Jul 3, 2020 8:00 AM;54,088.75;56,337.50;2,248.75;44,256.50
Jul 3, 2020 8:00 AM;Jul 3, 2020 9:00 AM;57,896.25;59,785.50;1,889.25;43,101.00
Jul 3, 2020 9:00 AM;Jul 3, 2020 10:00 AM;59,944.50;61,753.50;1,809.00;38,750.00
Jul 3, 2020 10:00 AM;Jul 3, 2020 11:00 AM;61,581.00;63,185.50;1,604.50;35,818.50
Jul 3, 2020 11:00 AM;Jul 3, 2020 12:00 PM;62,432.00;62,995.25;563.25;33,690.25
Jul 3, 2020 12:00 PM;Jul 3, 2020 1:00 PM;62,084.25;62,698.00;613.75;30,830.75
Jul 3, 2020 1:00 PM;Jul 3, 2020 2:00 PM;61,302.25;62,853.25;1,551.00;27,003.75
Jul 3, 2020 2:00 PM;Jul 3, 2020 3:00 PM;60,953.25;63,184.75;2,231.50;24,419.50
Jul 3, 2020 3:00 PM;Jul 3, 2020 4:00 PM;59,654.75;61,898.75;2,244.00;24,304.00
Jul 3, 2020 4:00 PM;Jul 3, 2020 5:00 PM;58,428.75;59,245.25;816.50;25,846.25
Jul 3, 2020 5:00 PM;Jul 3, 2020 6:00 PM;58,123.75;58,678.00;554.25;29,417.50
Jul 3, 2020 6:00 PM;Jul 3, 2020 7:00 PM;56,881.00;57,154.25;273.25;33,331.25
Jul 3, 2020 7:00 PM;Jul 3, 2020 8:00 PM;55,760.50;56,912.25;1,151.75;37,154.75
Jul 3, 2020 8:00 PM;Jul 3, 2020 9:00 PM;53,736.25;54,912.50;1,176.25;39,405.00
Jul 3, 2020 9:00 PM;Jul 3, 2020 10:00 PM;51,073.75;51,962.75;889.00;38,630.25
Jul 3, 2020 10:00 PM;Jul 3, 2020 11:00 PM;49,365.50;50,143.75;778.25;36,740.25
Jul 3, 2020 11:00 PM;Jul 4, 2020 12:00 AM;46,311.25;46,540.50;229.25;31,464.50
Jul 4, 2020 12:00 AM;Jul 4, 2020 1:00 AM;43,417.25;43,886.25;469.00;26,478.00
Jul 4, 2020 1:00 AM;Jul 4, 2020 2:00 AM;41,483.25;41,917.75;434.50;22,803.00
Jul 4, 2020 2:00 AM;Jul 4, 2020 3:00 AM;40,555.75;41,047.75;492.00;19,669.75
Jul 4, 2020 3:00 AM;Jul 4, 2020 4:00 AM;39,931.25;40,757.25;826.00;17,186.75
Jul 4, 2020 4:00 AM;Jul 4, 2020 5:00 AM;39,727.00;40,590.75;863.75;16,498.00
Jul 4, 2020 5:00 AM;Jul 4, 2020 6:00 AM;39,466.75;40,186.25;719.50;15,909.75
Jul 4, 2020 6:00 AM;Jul 4, 2020 7:00 AM;40,811.25;41,458.50;647.25;15,001.25
Jul 4, 2020 7:00 AM;Jul 4, 2020 8:00 AM;43,822.50;44,224.00;401.50;14,884.00
Jul 4, 2020 8:00 AM;Jul 4, 2020 9:00 AM;47,384.50;47,907.25;522.75;12,608.50
Jul 4, 2020 9:00 AM;Jul 4, 2020 10:00 AM;50,708.50;53,212.50;2,504.00;8,480.25
Jul 4, 2020 10:00 AM;Jul 4, 2020 11:00 AM;53,293.50;56,343.50;3,050.00;4,940.75
Jul 4, 2020 11:00 AM;Jul 4, 2020 12:00 PM;54,726.75;58,081.75;3,355.00;3,974.25
Jul 4, 2020 12:00 PM;Jul 4, 2020 1:00 PM;55,514.50;58,249.25;2,734.75;4,516.00
Jul 4, 2020 1:00 PM;Jul 4, 2020 2:00 PM;55,236.00;58,650.00;3,414.00;4,606.00
Jul 4, 2020 2:00 PM;Jul 4, 2020 3:00 PM;53,839.50;56,932.75;3,093.25;3,498.25
Jul 4, 2020 3:00 PM;Jul 4, 2020 4:00 PM;52,538.00;54,988.75;2,450.75;3,799.75
Jul 4, 2020 4:00 PM;Jul 4, 2020 5:00 PM;51,761.00;54,028.00;2,267.00;5,676.00
Jul 4, 2020 5:00 PM;Jul 4, 2020 6:00 PM;51,756.75;53,240.50;1,483.75;10,192.25
Jul 4, 2020 6:00 PM;Jul 4, 2020 7:00 PM;51,162.25;53,102.00;1,939.75;15,468.00
Jul 4, 2020 7:00 PM;Jul 4, 2020 8:00 PM;50,663.75;53,101.25;2,437.50;20,043.50
Jul 4, 2020 8:00 PM;Jul 4, 2020 9:00 PM;49,896.75;52,304.50;2,407.75;23,596.00
Jul 4, 2020 9:00 PM;Jul 4, 2020 10:00 PM;48,202.75;50,611.75;2,409.00;23,498.00
Jul 4, 2020 10:00 PM;Jul 4, 2020 11:00 PM;46,762.75;49,032.75;2,270.00;22,711.75
Jul 4, 2020 11:00 PM;Jul 5, 2020 12:00 AM;44,045.25;45,121.75;1,076.50;19,336.75
Jul 5, 2020 12:00 AM;Jul 5, 2020 1:00 AM;41,443.50;42,000.50;557.00;16,349.50
Jul 5, 2020 1:00 AM;Jul 5, 2020 2:00 AM;39,546.00;40,524.50;978.50;13,866.75
Jul 5, 2020 2:00 AM;Jul 5, 2020 3:00 AM;38,046.75;39,295.00;1,248.25;11,279.25
Jul 5, 2020 3:00 AM;Jul 5, 2020 4:00 AM;37,521.50;37,913.50;392.00;12,572.25
Jul 5, 2020 4:00 AM;Jul 5, 2020 5:00 AM;37,337.50;37,896.00;558.50;12,154.75
Jul 5, 2020 5:00 AM;Jul 5, 2020 6:00 AM;36,900.00;37,596.25;696.25;11,269.00
Jul 5, 2020 6:00 AM;Jul 5, 2020 7:00 AM;37,875.75;38,751.00;875.25;10,302.50
Jul 5, 2020 7:00 AM;Jul 5, 2020 8:00 AM;39,521.25;40,420.00;898.75;7,650.00
Jul 5, 2020 8:00 AM;Jul 5, 2020 9:00 AM;42,696.25;43,604.25;908.00;6,006.25
Jul 5, 2020 9:00 AM;Jul 5, 2020 10:00 AM;46,530.25;48,197.00;1,666.75;4,636.75
Jul 5, 2020 10:00 AM;Jul 5, 2020 11:00 AM;49,110.75;51,714.50;2,603.75;3,173.00
Jul 5, 2020 11:00 AM;Jul 5, 2020 12:00 PM;52,048.75;54,945.50;2,896.75;4,056.00
Jul 5, 2020 12:00 PM;Jul 5, 2020 1:00 PM;52,527.00;55,528.50;3,001.50;5,700.00
Jul 5, 2020 1:00 PM;Jul 5, 2020 2:00 PM;52,054.25;54,873.00;2,818.75;6,318.25
Jul 5, 2020 2:00 PM;Jul 5, 2020 3:00 PM;51,120.75;53,985.25;2,864.50;6,650.25
Jul 5, 2020 3:00 PM;Jul 5, 2020 4:00 PM;50,088.25;52,876.50;2,788.25;7,308.25
Jul 5, 2020 4:00 PM;Jul 5, 2020 5:00 PM;49,068.25;51,233.25;2,165.00;7,892.00
Jul 5, 2020 5:00 PM;Jul 5, 2020 6:00 PM;49,855.00;52,443.50;2,588.50;8,585.75
Jul 5, 2020 6:00 PM;Jul 5, 2020 7:00 PM;49,814.75;51,158.25;1,343.50;11,290.25
Jul 5, 2020 7:00 PM;Jul 5, 2020 8:00 PM;49,317.50;51,023.00;1,705.50;14,413.00
Jul 5, 2020 8:00 PM;Jul 5, 2020 9:00 PM;48,524.50;50,852.75;2,328.25;20,907.50
Jul 5, 2020 9:00 PM;Jul 5, 2020 10:00 PM;47,814.50;49,916.50;2,102.00;24,153.00
Jul 5, 2020 10:00 PM;Jul 5, 2020 11:00 PM;47,613.00;47,972.00;359.00;24,926.75
Jul 5, 2020 11:00 PM;Jul 6, 2020 12:00 AM;45,115.50;45,861.50;746.00;22,399.00
Jul 6, 2020 12:00 AM;Jul 6, 2020 1:00 AM;43,034.50;43,704.50;670.00;19,649.00
Jul 6, 2020 1:00 AM;Jul 6, 2020 2:00 AM;41,807.25;43,819.25;2,012.00;16,736.00
Jul 6, 2020 2:00 AM;Jul 6, 2020 3:00 AM;40,921.25;42,801.50;1,880.25;14,295.75
Jul 6, 2020 3:00 AM;Jul 6, 2020 4:00 AM;40,710.50;42,402.75;1,692.25;13,703.25
Jul 6, 2020 4:00 AM;Jul 6, 2020 5:00 AM;41,295.50;42,801.50;1,506.00;13,833.00
Jul 6, 2020 5:00 AM;Jul 6, 2020 6:00 AM;43,858.00;45,091.50;1,233.50;15,810.50
Jul 6, 2020 6:00 AM;Jul 6, 2020 7:00 AM;50,525.50;52,571.50;2,046.00;20,177.75
Jul 6, 2020 7:00 AM;Jul 6, 2020 8:00 AM;56,441.50;58,350.50;1,909.00;21,422.00
Jul 6, 2020 8:00 AM;Jul 6, 2020 9:00 AM;61,804.50;63,916.00;2,111.50;19,683.00
Jul 6, 2020 9:00 AM;Jul 6, 2020 10:00 AM;64,684.25;65,849.50;1,165.25;17,804.25
Jul 6, 2020 10:00 AM;Jul 6, 2020 11:00 AM;66,006.25;66,150.00;143.75;16,656.25
Jul 6, 2020 11:00 AM;Jul 6, 2020 12:00 PM;67,197.75;67,656.75;459.00;15,762.50
Jul 6, 2020 12:00 PM;Jul 6, 2020 1:00 PM;67,053.25;68,517.75;1,464.50;13,952.25
Jul 6, 2020 1:00 PM;Jul 6, 2020 2:00 PM;66,544.50;68,148.75;1,604.25;13,087.25
Jul 6, 2020 2:00 PM;Jul 6, 2020 3:00 PM;65,505.75;67,907.00;2,401.25;12,181.50
Jul 6, 2020 3:00 PM;Jul 6, 2020 4:00 PM;64,462.50;67,256.75;2,794.25;12,634.00
Jul 6, 2020 4:00 PM;Jul 6, 2020 5:00 PM;63,091.75;65,281.50;2,189.75;13,745.25
Jul 6, 2020 5:00 PM;Jul 6, 2020 6:00 PM;62,652.50;64,571.50;1,919.00;18,535.00
Jul 6, 2020 6:00 PM;Jul 6, 2020 7:00 PM;62,010.50;62,493.00;482.50;23,880.25
Jul 6, 2020 7:00 PM;Jul 6, 2020 8:00 PM;61,044.00;61,404.50;360.50;29,465.00
Jul 6, 2020 8:00 PM;Jul 6, 2020 9:00 PM;58,915.25;60,953.75;2,038.50;32,717.75
Jul 6, 2020 9:00 PM;Jul 6, 2020 10:00 PM;56,132.00;57,978.50;1,846.50;33,637.00
Jul 6, 2020 10:00 PM;Jul 6, 2020 11:00 PM;53,781.75;55,834.50;2,052.75;32,734.50
Jul 6, 2020 11:00 PM;Jul 7, 2020 12:00 AM;50,156.75;51,350.50;1,193.75;28,808.50
Jul 7, 2020 12:00 AM;Jul 7, 2020 1:00 AM;47,248.50;48,177.50;929.00;26,762.50
Jul 7, 2020 1:00 AM;Jul 7, 2020 2:00 AM;45,453.25;47,014.00;1,560.75;26,036.50
Jul 7, 2020 2:00 AM;Jul 7, 2020 3:00 AM;43,930.00;46,084.75;2,154.75;26,965.75
Jul 7, 2020 3:00 AM;Jul 7, 2020 4:00 AM;43,365.50;45,062.25;1,696.75;29,020.75
Jul 7, 2020 4:00 AM;Jul 7, 2020 5:00 AM;43,808.00;45,666.00;1,858.00;31,254.00
Jul 7, 2020 5:00 AM;Jul 7, 2020 6:00 AM;45,883.75;47,057.75;1,174.00;34,404.50
Jul 7, 2020 6:00 AM;Jul 7, 2020 7:00 AM;51,475.25;52,257.50;782.25;39,338.75
Jul 7, 2020 7:00 AM;Jul 7, 2020 8:00 AM;56,285.50;58,384.00;2,098.50;40,870.25
Jul 7, 2020 8:00 AM;Jul 7, 2020 9:00 AM;60,649.50;63,054.50;2,405.00;37,901.00
Jul 7, 2020 9:00 AM;Jul 7, 2020 10:00 AM;62,873.00;65,304.50;2,431.50;34,390.00
Jul 7, 2020 10:00 AM;Jul 7, 2020 11:00 AM;64,355.50;65,927.00;1,571.50;31,949.00
Jul 7, 2020 11:00 AM;Jul 7, 2020 12:00 PM;65,425.50;66,065.50;640.00;30,025.50
Jul 7, 2020 12:00 PM;Jul 7, 2020 1:00 PM;66,132.50;66,427.75;295.25;28,164.75
Jul 7, 2020 1:00 PM;Jul 7, 2020 2:00 PM;66,062.00;66,651.75;589.75;27,564.00
Jul 7, 2020 2:00 PM;Jul 7, 2020 3:00 PM;64,281.75;65,126.25;844.50;25,982.25
Jul 7, 2020 3:00 PM;Jul 7, 2020 4:00 PM;63,319.75;64,647.25;1,327.50;25,840.75
Jul 7, 2020 4:00 PM;Jul 7, 2020 5:00 PM;62,036.00;62,663.00;627.00;27,950.25
Jul 7, 2020 5:00 PM;Jul 7, 2020 6:00 PM;61,327.00;61,491.00;164.00;32,800.50
Jul 7, 2020 6:00 PM;Jul 7, 2020 7:00 PM;60,544.75;60,756.75;212.00;38,215.00
Jul 7, 2020 7:00 PM;Jul 7, 2020 8:00 PM;59,431.75;61,792.00;2,360.25;43,909.00
Jul 7, 2020 8:00 PM;Jul 7, 2020 9:00 PM;57,439.25;59,821.50;2,382.25;45,948.00
Jul 7, 2020 9:00 PM;Jul 7, 2020 10:00 PM;55,362.00;57,607.00;2,245.00;46,150.50
Jul 7, 2020 10:00 PM;Jul 7, 2020 11:00 PM;53,070.50;54,541.00;1,470.50;44,193.75
Jul 7, 2020 11:00 PM;Jul 8, 2020 12:00 AM;49,289.00;50,733.25;1,444.25;40,633.50
Jul 8, 2020 12:00 AM;Jul 8, 2020 1:00 AM;46,104.50;47,029.25;924.75;37,670.75
Jul 8, 2020 1:00 AM;Jul 8, 2020 2:00 AM;43,736.50;45,060.00;1,323.50;35,792.00
Jul 8, 2020 2:00 AM;Jul 8, 2020 3:00 AM;42,555.50;44,845.00;2,289.50;34,680.25
Jul 8, 2020 3:00 AM;Jul 8, 2020 4:00 AM;42,246.00;44,738.50;2,492.50;34,356.25
Jul 8, 2020 4:00 AM;Jul 8, 2020 5:00 AM;43,171.25;45,568.50;2,397.25;35,399.50
Jul 8, 2020 5:00 AM;Jul 8, 2020 6:00 AM;45,487.50;47,259.50;1,772.00;37,801.00
Jul 8, 2020 6:00 AM;Jul 8, 2020 7:00 AM;51,273.00;51,962.00;689.00;42,918.75
Jul 8, 2020 7:00 AM;Jul 8, 2020 8:00 AM;56,586.75;56,892.25;305.50;46,459.00
Jul 8, 2020 8:00 AM;Jul 8, 2020 9:00 AM;60,975.25;62,609.75;1,634.50;47,983.75
Jul 8, 2020 9:00 AM;Jul 8, 2020 10:00 AM;63,021.00;64,233.50;1,212.50;46,306.00
Jul 8, 2020 10:00 AM;Jul 8, 2020 11:00 AM;64,769.50;65,578.50;809.00;44,388.50
Jul 8, 2020 11:00 AM;Jul 8, 2020 12:00 PM;66,207.50;66,826.75;619.25;43,693.25
Jul 8, 2020 12:00 PM;Jul 8, 2020 1:00 PM;66,070.75;66,262.75;192.00;42,619.50
Jul 8, 2020 1:00 PM;Jul 8, 2020 2:00 PM;65,576.50;65,890.00;313.50;42,756.25
Jul 8, 2020 2:00 PM;Jul 8, 2020 3:00 PM;64,079.25;64,720.75;641.50;43,109.75
Jul 8, 2020 3:00 PM;Jul 8, 2020 4:00 PM;62,867.00;63,044.25;177.25;43,913.25
Jul 8, 2020 4:00 PM;Jul 8, 2020 5:00 PM;61,491.25;61,703.25;212.00;45,322.75
Jul 8, 2020 5:00 PM;Jul 8, 2020 6:00 PM;61,426.75;62,296.25;869.50;48,753.00
Jul 8, 2020 6:00 PM;Jul 8, 2020 7:00 PM;60,999.00;62,968.25;1,969.25;51,815.25
Jul 8, 2020 7:00 PM;Jul 8, 2020 8:00 PM;59,730.50;62,127.00;2,396.50;53,752.00
Jul 8, 2020 8:00 PM;Jul 8, 2020 9:00 PM;57,421.75;59,593.50;2,171.75;53,800.25
Jul 8, 2020 9:00 PM;Jul 8, 2020 10:00 PM;55,070.75;57,409.25;2,338.50;52,581.50
Jul 8, 2020 10:00 PM;Jul 8, 2020 11:00 PM;52,515.50;53,825.50;1,310.00;50,191.00
Jul 8, 2020 11:00 PM;Jul 9, 2020 12:00 AM;48,712.25;48,975.75;263.50;46,332.50
Jul 9, 2020 12:00 AM;Jul 9, 2020 1:00 AM;46,263.75;46,845.50;581.75;43,995.00
Jul 9, 2020 1:00 AM;Jul 9, 2020 2:00 AM;44,265.75;45,823.25;1,557.50;42,075.50
Jul 9, 2020 2:00 AM;Jul 9, 2020 3:00 AM;42,678.75;45,205.50;2,526.75;40,457.00
Jul 9, 2020 3:00 AM;Jul 9, 2020 4:00 AM;42,288.25;44,983.00;2,694.75;39,896.00
Jul 9, 2020 4:00 AM;Jul 9, 2020 5:00 AM;42,610.00;45,324.25;2,714.25;39,874.75
Jul 9, 2020 5:00 AM;Jul 9, 2020 6:00 AM;44,653.75;46,979.25;2,325.50;40,886.00
Jul 9, 2020 6:00 AM;Jul 9, 2020 7:00 AM;50,583.75;51,489.25;905.50;44,717.00
Jul 9, 2020 7:00 AM;Jul 9, 2020 8:00 AM;55,998.00;57,134.50;1,136.50;47,023.00
Jul 9, 2020 8:00 AM;Jul 9, 2020 9:00 AM;60,397.00;62,050.75;1,653.75;47,528.50
Jul 9, 2020 9:00 AM;Jul 9, 2020 10:00 AM;63,000.75;63,490.00;489.25;46,086.75
Jul 9, 2020 10:00 AM;Jul 9, 2020 11:00 AM;64,853.25;65,138.50;285.25;43,622.50
Jul 9, 2020 11:00 AM;Jul 9, 2020 12:00 PM;65,364.25;65,712.25;348.00;40,006.50
Jul 9, 2020 12:00 PM;Jul 9, 2020 1:00 PM;65,570.50;66,387.50;817.00;37,691.25
Jul 9, 2020 1:00 PM;Jul 9, 2020 2:00 PM;64,911.75;66,219.00;1,307.25;35,216.25
Jul 9, 2020 2:00 PM;Jul 9, 2020 3:00 PM;64,246.25;65,711.00;1,464.75;33,679.25
Jul 9, 2020 3:00 PM;Jul 9, 2020 4:00 PM;63,252.75;64,813.25;1,560.50;32,855.00
Jul 9, 2020 4:00 PM;Jul 9, 2020 5:00 PM;61,575.00;63,359.75;1,784.75;33,376.75
Jul 9, 2020 5:00 PM;Jul 9, 2020 6:00 PM;60,900.00;61,307.75;407.75;36,690.00
Jul 9, 2020 6:00 PM;Jul 9, 2020 7:00 PM;60,839.00;62,423.25;1,584.25;42,451.25
Jul 9, 2020 7:00 PM;Jul 9, 2020 8:00 PM;59,702.50;62,283.00;2,580.50;47,621.75
Jul 9, 2020 8:00 PM;Jul 9, 2020 9:00 PM;58,158.50;60,526.50;2,368.00;49,901.50
Jul 9, 2020 9:00 PM;Jul 9, 2020 10:00 PM;56,166.25;56,443.25;277.00;49,499.75
Jul 9, 2020 10:00 PM;Jul 9, 2020 11:00 PM;53,978.25;54,279.50;301.25;48,891.75
Jul 9, 2020 11:00 PM;Jul 10, 2020 12:00 AM;49,927.00;50,134.00;207.00;45,808.25
Jul 10, 2020 12:00 AM;Jul 10, 2020 1:00 AM;46,397.25;46,541.00;143.75;42,856.25
Jul 10, 2020 1:00 AM;Jul 10, 2020 2:00 AM;43,027.50;43,359.00;331.50;38,778.00
Jul 10, 2020 2:00 AM;Jul 10, 2020 3:00 AM;41,103.25;42,110.00;1,006.75;35,522.75
Jul 10, 2020 3:00 AM;Jul 10, 2020 4:00 AM;41,237.25;43,300.50;2,063.25;34,280.25
Jul 10, 2020 4:00 AM;Jul 10, 2020 5:00 AM;41,880.00;44,176.00;2,296.00;33,120.75
Jul 10, 2020 5:00 AM;Jul 10, 2020 6:00 AM;43,990.25;45,733.75;1,743.50;32,930.75
Jul 10, 2020 6:00 AM;Jul 10, 2020 7:00 AM;49,464.25;50,406.50;942.25;35,462.50
Jul 10, 2020 7:00 AM;Jul 10, 2020 8:00 AM;54,619.25;57,037.25;2,418.00;37,991.00
Jul 10, 2020 8:00 AM;Jul 10, 2020 9:00 AM;58,901.25;61,514.25;2,613.00;39,229.50
Jul 10, 2020 9:00 AM;Jul 10, 2020 10:00 AM;61,065.00;63,393.75;2,328.75;35,784.25
Jul 10, 2020 10:00 AM;Jul 10, 2020 11:00 AM;63,020.00;63,619.00;599.00;31,449.50
Jul 10, 2020 11:00 AM;Jul 10, 2020 12:00 PM;64,223.00;64,868.00;645.00;27,267.75
Jul 10, 2020 12:00 PM;Jul 10, 2020 1:00 PM;63,373.00;64,972.50;1,599.50;23,057.00
Jul 10, 2020 1:00 PM;Jul 10, 2020 2:00 PM;62,926.00;64,383.50;1,457.50;21,611.00
Jul 10, 2020 2:00 PM;Jul 10, 2020 3:00 PM;62,615.50;65,032.25;2,416.75;21,953.25
Jul 10, 2020 3:00 PM;Jul 10, 2020 4:00 PM;60,809.00;63,463.50;2,654.50;21,297.25
Jul 10, 2020 4:00 PM;Jul 10, 2020 5:00 PM;60,471.50;62,463.75;1,992.25;22,690.75
Jul 10, 2020 5:00 PM;Jul 10, 2020 6:00 PM;60,426.25;61,864.00;1,437.75;26,734.50
Jul 10, 2020 6:00 PM;Jul 10, 2020 7:00 PM;60,097.00;61,274.25;1,177.25;31,506.25
Jul 10, 2020 7:00 PM;Jul 10, 2020 8:00 PM;58,628.25;60,105.75;1,477.50;36,503.75
Jul 10, 2020 8:00 PM;Jul 10, 2020 9:00 PM;55,830.00;56,691.75;861.75;39,715.00
Jul 10, 2020 9:00 PM;Jul 10, 2020 10:00 PM;53,183.25;53,373.50;190.25;40,431.25
Jul 10, 2020 10:00 PM;Jul 10, 2020 11:00 PM;50,905.75;51,625.25;719.50;39,287.75
Jul 10, 2020 11:00 PM;Jul 11, 2020 12:00 AM;47,291.25;47,766.50;475.25;35,643.00
Jul 11, 2020 12:00 AM;Jul 11, 2020 1:00 AM;44,384.75;44,944.00;559.25;32,479.00
Jul 11, 2020 1:00 AM;Jul 11, 2020 2:00 AM;42,430.50;42,952.50;522.00;30,615.25
Jul 11, 2020 2:00 AM;Jul 11, 2020 3:00 AM;40,589.25;41,662.00;1,072.75;29,536.50
Jul 11, 2020 3:00 AM;Jul 11, 2020 4:00 AM;39,821.00;41,084.00;1,263.00;29,339.00
Jul 11, 2020 4:00 AM;Jul 11, 2020 5:00 AM;39,550.00;40,374.00;824.00;29,310.50
Jul 11, 2020 5:00 AM;Jul 11, 2020 6:00 AM;39,458.00;40,195.00;737.00;29,303.50
Jul 11, 2020 6:00 AM;Jul 11, 2020 7:00 AM;40,908.75;41,318.00;409.25;30,556.50
Jul 11, 2020 7:00 AM;Jul 11, 2020 8:00 AM;43,050.75;43,708.50;657.75;31,452.50
Jul 11, 2020 8:00 AM;Jul 11, 2020 9:00 AM;46,385.75;47,415.25;1,029.50;29,576.25
Jul 11, 2020 9:00 AM;Jul 11, 2020 10:00 AM;49,665.00;50,549.00;884.00;26,829.00
Jul 11, 2020 10:00 AM;Jul 11, 2020 11:00 AM;51,513.75;52,002.50;488.75;24,815.50
Jul 11, 2020 11:00 AM;Jul 11, 2020 12:00 PM;52,817.50;53,176.00;358.50;24,218.50
Jul 11, 2020 12:00 PM;Jul 11, 2020 1:00 PM;53,234.00;54,097.50;863.50;24,068.50
Jul 11, 2020 1:00 PM;Jul 11, 2020 2:00 PM;52,204.50;54,405.75;2,201.25;22,738.50
Jul 11, 2020 2:00 PM;Jul 11, 2020 3:00 PM;50,806.00;52,664.50;1,858.50;21,606.25
Jul 11, 2020 3:00 PM;Jul 11, 2020 4:00 PM;49,757.50;51,782.25;2,024.75;22,187.50
Jul 11, 2020 4:00 PM;Jul 11, 2020 5:00 PM;48,478.00;49,724.50;1,246.50;23,811.00
Jul 11, 2020 5:00 PM;Jul 11, 2020 6:00 PM;48,620.50;49,406.75;786.25;27,777.75
Jul 11, 2020 6:00 PM;Jul 11, 2020 7:00 PM;48,934.50;49,394.25;459.75;33,184.25
Jul 11, 2020 7:00 PM;Jul 11, 2020 8:00 PM;48,033.25;50,204.00;2,170.75;38,051.50
Jul 11, 2020 8:00 PM;Jul 11, 2020 9:00 PM;46,387.50;48,823.25;2,435.75;40,518.00
Jul 11, 2020 9:00 PM;Jul 11, 2020 10:00 PM;44,872.75;47,381.25;2,508.50;40,548.75
Jul 11, 2020 10:00 PM;Jul 11, 2020 11:00 PM;43,856.25;46,115.25;2,259.00;39,062.25
Jul 11, 2020 11:00 PM;Jul 12, 2020 12:00 AM;41,352.50;42,443.50;1,091.00;35,872.75
Jul 12, 2020 12:00 AM;Jul 12, 2020 1:00 AM;39,278.25;39,778.00;499.75;33,434.00
Jul 12, 2020 1:00 AM;Jul 12, 2020 2:00 AM;37,364.50;38,009.00;644.50;31,505.25
Jul 12, 2020 2:00 AM;Jul 12, 2020 3:00 AM;36,170.75;36,909.00;738.25;30,095.00
Jul 12, 2020 3:00 AM;Jul 12, 2020 4:00 AM;35,362.75;36,292.25;929.50;29,366.00
Jul 12, 2020 4:00 AM;Jul 12, 2020 5:00 AM;35,245.25;35,889.25;644.00;29,589.00
Jul 12, 2020 5:00 AM;Jul 12, 2020 6:00 AM;34,857.75;35,517.00;659.25;29,308.75
Jul 12, 2020 6:00 AM;Jul 12, 2020 7:00 AM;35,441.00;36,324.00;883.00;28,800.00
Jul 12, 2020 7:00 AM;Jul 12, 2020 8:00 AM;36,804.75;37,482.25;677.50;26,719.25
Jul 12, 2020 8:00 AM;Jul 12, 2020 9:00 AM;39,344.75;40,375.25;1,030.50;22,683.75
Jul 12, 2020 9:00 AM;Jul 12, 2020 10:00 AM;43,099.25;44,406.25;1,307.00;19,162.75
Jul 12, 2020 10:00 AM;Jul 12, 2020 11:00 AM;45,687.00;47,104.75;1,417.75;17,278.50
Jul 12, 2020 11:00 AM;Jul 12, 2020 12:00 PM;47,483.50;49,221.75;1,738.25;17,147.50
Jul 12, 2020 12:00 PM;Jul 12, 2020 1:00 PM;47,698.00;50,069.50;2,371.50;16,050.25
Jul 12, 2020 1:00 PM;Jul 12, 2020 2:00 PM;47,043.50;50,175.50;3,132.00;14,587.25
Jul 12, 2020 2:00 PM;Jul 12, 2020 3:00 PM;45,893.00;49,447.75;3,554.75;14,175.50
Jul 12, 2020 3:00 PM;Jul 12, 2020 4:00 PM;44,988.00;48,220.00;3,232.00;15,205.25
Jul 12, 2020 4:00 PM;Jul 12, 2020 5:00 PM;44,426.00;46,981.75;2,555.75;17,952.75
Jul 12, 2020 5:00 PM;Jul 12, 2020 6:00 PM;44,738.25;45,836.75;1,098.50;23,287.25
Jul 12, 2020 6:00 PM;Jul 12, 2020 7:00 PM;45,297.75;46,097.75;800.00;29,876.50
Jul 12, 2020 7:00 PM;Jul 12, 2020 8:00 PM;45,395.00;45,877.75;482.75;36,322.50
Jul 12, 2020 8:00 PM;Jul 12, 2020 9:00 PM;45,495.00;47,446.50;1,951.50;40,368.00
